name,ID,ALIGN,SEX,ALIVE,Universe
Barium (New Earth),Secret Identity,Bad,Male,Living,DC
Calcium (New Earth),Secret Identity,Bad,Male,Living,DC
Plutonium (New Earth),Secret Identity,Bad,Male,Living,DC
Sodium (New Earth),Secret Identity,Bad,Male,Living,DC
William Magnus (robot) (New Earth),Secret Identity,Bad,Male,Living,DC
Zirconium (New Earth),Secret Identity,Bad,Male,Living,DC
Boka (New Earth),Public Identity,Good,Female,Living,DC
Ferenc Aldebaran (New Earth),Public Identity,Bad,Male,Living,DC
Porpy the Porpoise (New Earth),Identity Unknown,Good,Unknown,Living,DC
John Dolan (Earth-One),Public Identity,Bad,Male,Living,DC
Clyde Mardon (New Earth),Public Identity,Good,Male,Living,DC
Jacob Baker (Earth-One),Identity Unknown,Bad,Male,Living,DC
Paul Strobe (Earth-One),Identity Unknown,Bad,Male,Living,DC
Jeffrey Graham (New Earth),Public Identity,Good,Male,Living,DC
Kay (New Earth),Public Identity,Good,Male,Living,DC
Carnie Callahan (New Earth),Public Identity,Good,Male,Living,DC
Frederick Devere (New Earth),Identity Unknown,Bad,Male,Living,DC
Green Arrow (Oliver Queen),Secret Identity,Good,Male,Living,DC
Diablo the Horse (New Earth),Identity Unknown,Good,Male,Living,DC
Mark Antaeus (New Earth),Public Identity,Good,Male,Deceased,DC
Jerome Cox (New Earth),Public Identity,Bad,Male,Living,DC
Apollo (Roman God) (New Earth),Identity Unknown,Good,Male,Living,DC
Ben Lo (New Earth),Public Identity,Good,Male,Living,DC
Auctioneer II (New Earth),Secret Identity,Bad,Male,Living,DC
Matteo Bischoff (New Earth),Secret Identity,Bad,Male,Living,DC
Doomslayer (New Earth),Secret Identity,Bad,Male,Living,DC
Emily Sung (New Earth),Secret Identity,Good,Female,Living,DC
Ry'jll (New Earth),Secret Identity,Good,Female,Living,DC
Baron Gestapo (New Earth),Identity Unknown,Bad,Male,Living,DC
Dragonfly II (New Earth),Secret Identity,Bad,Female,Living,DC
Altin Ad'Ms (New Earth),Public Identity,Good,Male,Living,DC
D'Kay D'Razz (New Earth),Secret Identity,Bad,Female,Deceased,DC
Jade Emperor Impostor (New Earth),Secret Identity,Bad,Male,Deceased,DC
Kaldur'ahm (New Earth),Identity Unknown,Good,Male,Living,DC
Douglas Parker (New Earth),Public Identity,Good,Male,Living,DC
Aga'po (New Earth),Public Identity,Good,Female,Deceased,DC
Bro'Dee Walker (New Earth),Public Identity,Good,Male,Living,DC
Cynthos (New Earth),Identity Unknown,Good,Unknown,Living,DC
Nosa'elg (New Earth),Identity Unknown,Good,Unknown,Living,DC
S'kidds'kakoth (New Earth),Secret Identity,Good,Male,Living,DC
Baroness Blitzkrieg (New Earth),Identity Unknown,Bad,Female,Living,DC
Bizarro Joker (New Earth),Secret Identity,Bad,Male,Living,DC
Bur'Gunza (New Earth),Identity Unknown,Bad,Male,Deceased,DC
R'amey Holl (New Earth),Public Identity,Good,Female,Living,DC
Sn'Hoj (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Baron Bedlam II (New Earth),Public Identity,Bad,Male,Deceased,DC
Barracuda (New Earth),Secret Identity,Bad,Female,Living,DC
Barry Pierce (New Earth),Public Identity,Bad,Male,Living,DC
Basketcase (New Earth),Secret Identity,Bad,Male,Living,DC
B'ox (New Earth),Public Identity,Good,Unknown,Living,DC
Cay'an (New Earth),Secret Identity,Bad,Female,Living,DC
G'hu (New Earth),Public Identity,Good,Male,Living,DC
M'gann M'orzz (New Earth),Secret Identity,Good,Female,Living,DC
Mica'kel (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Reg H'Rr (New Earth),Identity Unknown,Bad,Male,Living,DC
Roh'kar (New Earth),Secret Identity,Good,Male,Deceased,DC
Till'all (New Earth),Secret Identity,Good,Male,Living,DC
Barreer Wot (New Earth),Public Identity,Good,Male,Living,DC
A'monn A'mokk (New Earth),Public Identity,Bad,Male,Deceased,DC
A'morr (New Earth),Public Identity,Bad,Female,Deceased,DC
Aym (New Earth),Identity Unknown,Bad,Male,Living,DC
B'dg (New Earth),Secret Identity,Good,Male,Living,DC
T'oombala (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Barrage II (New Earth),Secret Identity,Bad,Male,Living,DC
Dore Allen (New Earth),Identity Unknown,Good,Female,Living,DC
Sh'ri Valkyr (New Earth),Public Identity,Bad,Female,Deceased,DC
Daniel Coleman (New Earth),Public Identity,Bad,Male,Deceased,DC
Kamau (New Earth),Public Identity,Good,Male,Living,DC
Man o' War (New Earth),Identity Unknown,Good,Male,Living,DC
Tai'Darshan (New Earth),Public Identity,Bad,Male,Deceased,DC
Dragoneer (New Earth),Identity Unknown,Bad,Male,Living,DC
G-Nome (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Jigundus (New Earth),Public Identity,Good,Male,Living,DC
Luke O'Brian (New Earth),Secret Identity,Good,Male,Living,DC
Thomas Hart (New Earth),Secret Identity,Bad,Male,Living,DC
Beatriz (New Earth),Secret Identity,Bad,Female,Living,DC
Crypt (New Earth),Identity Unknown,Bad,Male,Living,DC
Jong Li (Dragon Lord),Secret Identity,Good,Male,Living,DC
Julie Jackam (New Earth),Identity Unknown,Good,Female,Living,DC
Phade (New Earth),Identity Unknown,Bad,Female,Living,DC
Red-One (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Roscoe Chiara (New Earth),Identity Unknown,Bad,Male,Living,DC
Sandalphon (New Earth),Identity Unknown,Bad,Male,Living,DC
Sha'sheen J'onzz (New Earth),Public Identity,Good,Female,Living,DC
Douglas Hutton (New Earth),Secret Identity,Bad,Male,Living,DC
B'Shi (New Earth),Secret Identity,Good,Female,Deceased,DC
Elaine Belloc (New Earth),Identity Unknown,Good,Female,Deceased,DC
J'ahrl J'onzz (New Earth),Public Identity,Good,Male,Living,DC
Kendotha Kr'nek (New Earth),Identity Unknown,Good,Female,Deceased,DC
M'hdahna (New Earth),Identity Unknown,Good,Female,Living,DC
Pocket Pal (New Earth),Identity Unknown,Bad,Male,Living,DC
Shrike III (New Earth),Secret Identity,Bad,Male,Living,DC
Tybalt Bak'sar (New Earth),Secret Identity,Bad,Male,Living,DC
Valkus (New Earth),Public Identity,Bad,Male,Living,DC
Bombburst (New Earth),Secret Identity,Bad,Male,Living,DC
Cold Warrior (New Earth),Identity Unknown,Bad,Male,Living,DC
D'all (New Earth),Public Identity,Good,Male,Living,DC
Fire Disciple (New Earth),Secret Identity,Bad,Male,Living,DC
Golem II (New Earth),Identity Unknown,Bad,Male,Living,DC
Harold Lewis (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Jakob Tolzmann (New Earth),Public Identity,Bad,Male,Living,DC
Jensen (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Kali Gari (New Earth),Secret Identity,Bad,Female,Living,DC
Magaan Van'n (New Earth),Public Identity,Bad,Male,Living,DC
Murmur (New Earth),Identity Unknown,Bad,Female,Living,DC
Nu'bia (New Earth),Public Identity,Good,Female,Living,DC
Pharzoof (New Earth),Identity Unknown,Bad,Male,Living,DC
Rose D'Angelo (New Earth),Public Identity,Good,Female,Living,DC
Utopian (New Earth),Secret Identity,Bad,Male,Living,DC
Dr. Morpheus (New Earth),Secret Identity,Bad,Male,Living,DC
Drakken (New Earth),Secret Identity,Bad,Male,Living,DC
Carbon Copy (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Doctor Morpheus (New Earth),Identity Unknown,Bad,Male,Living,DC
Flame (New Earth),Identity Unknown,Bad,Male,Living,DC
Fracture (New Earth),Identity Unknown,Bad,Male,Living,DC
Glacier (New Earth),Identity Unknown,Bad,Female,Living,DC
Lance O'Casey (New Earth),Public Identity,Good,Male,Living,DC
Ma'alefa'ak J'onzz (New Earth),Secret Identity,Bad,Male,Living,DC
Men's Room Louie (New Earth),Public Identity,Bad,Male,Deceased,DC
Mountain (New Earth),Identity Unknown,Bad,Male,Living,DC
Oblique (New Earth),Identity Unknown,Bad,Female,Living,DC
Pointman (New Earth),Identity Unknown,Bad,Male,Living,DC
Shauna Harwood (New Earth),Public Identity,Good,Female,Living,DC
Walker Gabriel II (New Earth),Identity Unknown,Bad,Male,Living,DC
Download (New Earth),Identity Unknown,Bad,Female,Living,DC
Kanto 13 (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Leonard Carnell (New Earth),Identity Unknown,Bad,Male,Living,DC
Mind's Eye (New Earth),Identity Unknown,Bad,Male,Living,DC
Morella (New Earth),Secret Identity,Bad,Female,Living,DC
Pierce II (New Earth),Secret Identity,Bad,Male,Living,DC
Screaming Skull (New Earth),Identity Unknown,Bad,Male,Living,DC
Spider (New Earth),Secret Identity,Bad,Male,Living,DC
Tempus (New Earth),Secret Identity,Bad,Male,Living,DC
Valkyra (New Earth),Public Identity,Good,Female,Living,DC
Vayla (New Earth),Public Identity,Good,Female,Deceased,DC
Widow (New Earth),Secret Identity,Bad,Female,Living,DC
William O'Neil (New Earth),Public Identity,Bad,Male,Deceased,DC
Download II (New Earth),Secret Identity,Good,Male,Deceased,DC
Arzaz (New Earth),Secret Identity,Good,Male,Living,DC
Catapult (New Earth),Secret Identity,Good,Male,Living,DC
Corrode (New Earth),Secret Identity,Good,Male,Deceased,DC
Dungeon (New Earth),Identity Unknown,Bad,Unknown,Living,DC
El'qa Squa Zreenah (New Earth),Identity Unknown,Good,Male,Living,DC
Ephemera (New Earth),Secret Identity,Bad,Female,Living,DC
Faith O'Dare (New Earth),Public Identity,Good,Female,Living,DC
Foreman (New Earth),Secret Identity,Bad,Male,Living,DC
Hardwire (New Earth),Secret Identity,Bad,Male,Living,DC
Heatseeker (New Earth),Secret Identity,Bad,Male,Living,DC
Lawrence Varvel (New Earth),Public Identity,Good,Male,Living,DC
N'Takki (New Earth),Secret Identity,Bad,Male,Living,DC
Nameless One (New Earth),Secret Identity,Bad,Male,Living,DC
Oleand'r (New Earth),Public Identity,Good,Female,Living,DC
Pellmell (New Earth),Secret Identity,Good,Male,Living,DC
S'ivaa (New Earth),Identity Unknown,Bad,Male,Living,DC
Signal Ray (New Earth),Secret Identity,Good,Male,Living,DC
Snow Owl (New Earth),Secret Identity,Good,Male,Living,DC
Spiral (New Earth),Secret Identity,Good,Male,Deceased,DC
William O'Dare (New Earth),Public Identity,Good,Male,Living,DC
Dorothea Wayne (New Earth),Public Identity,Good,Female,Living,DC
B'aad (New Earth),Public Identity,Bad,Male,Living,DC
Bug II (New Earth),Secret Identity,Bad,Male,Living,DC
Clarence O'Dare (New Earth),Public Identity,Good,Male,Living,DC
Default (New Earth),Secret Identity,Bad,Male,Living,DC
Digit (New Earth),Secret Identity,Bad,Male,Living,DC
Ebrax (New Earth),Secret Identity,Bad,Male,Living,DC
Gray Abbott (New Earth),Secret Identity,Bad,Male,Living,DC
Jitter (New Earth),Secret Identity,Bad,Male,Living,DC
Johnny Lynx (New Earth),Identity Unknown,Bad,Male,Living,DC
K'zandr (New Earth),Identity Unknown,Good,Female,Deceased,DC
Lethal (New Earth),Secret Identity,Bad,Male,Living,DC
Milo Shrevlak (New Earth),Identity Unknown,Bad,Male,Living,DC
Painkiller (New Earth),Identity Unknown,Bad,Male,Living,DC
Ph'yzzon (New Earth),Public Identity,Good,Male,Deceased,DC
Worm (New Earth),Secret Identity,Bad,Male,Living,DC
Barry O'Dare (New Earth),Public Identity,Good,Male,Living,DC
Bartholomew Allen II (New Earth),Secret Identity,Good,Male,Living,DC
Donovan Wallace (New Earth),Secret Identity,Good,Male,Deceased,DC
Dominique Duchamp (New Earth),Identity Unknown,Bad,Female,Living,DC
Flatline (New Earth),Secret Identity,Bad,Male,Living,DC
Hope O'Dare (New Earth),Public Identity,Good,Female,Living,DC
J.J. Crook (New Earth),Identity Unknown,Bad,Male,Living,DC
Ke'Haan (New Earth),Public Identity,Good,Male,Deceased,DC
Mason O'Dare (New Earth),Public Identity,Good,Male,Living,DC
Meltdown II (New Earth),Secret Identity,Bad,Male,Living,DC
Osprey (New Earth),Identity Unknown,Bad,Male,Living,DC
Raw Meat (New Earth),Identity Unknown,Bad,Male,Living,DC
Rumble I (New Earth),Identity Unknown,Bad,Male,Living,DC
Donna Parker (New Earth),Identity Unknown,Good,Female,Living,DC
Ambrose Bierce (New Earth),Identity Unknown,Good,Male,Living,DC
Crowdark (New Earth),Secret Identity,Bad,Male,Living,DC
Doctor Vortex (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Fadeout (New Earth),Secret Identity,Bad,Female,Living,DC
False Memory (New Earth),Identity Unknown,Bad,Male,Living,DC
PDQ (New Earth),Secret Identity,Bad,Male,Living,DC
Prime Number (New Earth),Secret Identity,Bad,Male,Living,DC
Quote (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Strongbox (New Earth),Secret Identity,Bad,Male,Living,DC
Thomas O'Brien (New Earth),Identity Unknown,Good,Male,Living,DC
Doomsday (New Earth),Public Identity,Bad,Male,Living,DC
Doranchatok (New Earth),Secret Identity,Bad,Male,Living,DC
Donald Trollbridge (New Earth),Secret Identity,Bad,Male,Living,DC
L'Escargot (New Earth),Secret Identity,Bad,Male,Living,DC
Morris Eagleton (New Earth),Identity Unknown,Bad,Male,Living,DC
S'Ona (New Earth),Public Identity,Good,Female,Living,DC
Skr'kl (New Earth),Public Identity,Good,Male,Deceased,DC
Will O' the Whiff (New Earth),Secret Identity,Good,Male,Living,DC
Bashira (New Earth),Identity Unknown,Bad,Female,Living,DC
De'cine (New Earth),Public Identity,Bad,Male,Living,DC
Doctor Saucer (New Earth),Identity Unknown,Bad,Male,Living,DC
F'ancha (New Earth),Identity Unknown,Good,Male,Living,DC
George Crystal (New Earth),Identity Unknown,Bad,Male,Living,DC
Ig'nea G'odd (New Earth),Identity Unknown,Bad,Female,Deceased,DC
Maximillian G'odd (New Earth),Public Identity,Bad,Male,Deceased,DC
Pyranis (New Earth),Identity Unknown,Bad,Female,Living,DC
Travis O'Connell (New Earth),Secret Identity,Bad,Male,Deceased,DC
Nomad (New Earth),Public Identity,Good,Male,Living,DC
Qi'Qi (New Earth),Public Identity,Good,Male,Living,DC
Barter (New Earth),Secret Identity,Bad,Male,Living,DC
Douglas Strange (New Earth),Secret Identity,Bad,Male,Living,DC
Constance D'Aramis (New Earth),Secret Identity,Good,Female,Deceased,DC
D'aran Tuu (New Earth),Public Identity,Good,Male,Deceased,DC
Marij'n Bek (New Earth),Public Identity,Good,Female,Living,DC
Martin Hawkins (New Earth),Public Identity,Bad,Male,Living,DC
Razor (New Earth),Secret Identity,Bad,Male,Living,DC
Shim'tar (New Earth),Public Identity,Good,Female,Living,DC
Vivian D'Aramis (New Earth),Secret Identity,Good,Female,Deceased,DC
Baron Sunday (New Earth),Secret Identity,Bad,Male,Living,DC
Dorothy Spinner (New Earth),Public Identity,Good,Female,Deceased,DC
Bree'mill (New Earth),Identity Unknown,Bad,Male,Living,DC
Bridgette D'Arbo (New Earth),Public Identity,Good,Female,Living,DC
G'Newmann G'Noggs (New Earth),Public Identity,Good,Male,Living,DC
G'Nort (New Earth),Public Identity,Good,Male,Living,DC
H'ronmeer (New Earth),Secret Identity,Good,Male,Living,DC
K'hym J'onzz (New Earth),Public Identity,Good,Female,Deceased,DC
M'yri'ah J'onzz (New Earth),Public Identity,Good,Female,Deceased,DC
Maddax the Destroyer (New Earth),Identity Unknown,Bad,Male,Living,DC
Pythia I (New Earth),Identity Unknown,Bad,Female,Living,DC
Winston Churchill O'Donnell (New Earth),Identity Unknown,Good,Male,Living,DC
Dorcas Leigh (New Earth),Secret Identity,Good,Female,Living,DC
Branden (Earth-31),Identity Unknown,Bad,Male,Living,DC
Sthula (New Earth),Identity Unknown,Bad,Male,Living,DC
Barry LeSabre (New Earth),Secret Identity,Bad,Male,Living,DC
B'rr (New Earth),Identity Unknown,Good,Male,Deceased,DC
M'Bulaze (New Earth),Secret Identity,Good,Male,Deceased,DC
Ub'x (New Earth),Secret Identity,Bad,Male,Living,DC
Barricade (New Earth),Secret Identity,Bad,Male,Deceased,DC
Bartle (New Earth),Public Identity,Good,Male,Deceased,DC
Cameron Hammer (New Earth),Identity Unknown,Bad,Male,Living,DC
Flambeau (New Earth),Secret Identity,Bad,Male,Living,DC
Kruen Musenda (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Pasha Gorki (New Earth),Identity Unknown,Bad,Male,Living,DC
Barry Long (New Earth),Public Identity,Good,Male,Living,DC
Dorothy Hinckley (New Earth),Public Identity,Good,Female,Deceased,DC
April O'Rourke (New Earth),Public Identity,Good,Female,Living,DC
Bazooka Joan (New Earth),Secret Identity,Bad,Female,Living,DC
Mage (New Earth),Identity Unknown,Bad,Male,Living,DC
V'lana (New Earth),Secret Identity,Bad,Female,Living,DC
Wen Ch'ang (New Earth),Secret Identity,Bad,Male,Living,DC
Baron Winters (New Earth),Identity Unknown,Good,Male,Living,DC
Ahri'ahn (New Earth),Public Identity,Good,Male,Living,DC
Bloodclaw (New Earth),Identity Unknown,Bad,Male,Living,DC
Ch'p (New Earth),Secret Identity,Good,Male,Deceased,DC
D'Tilluh (New Earth),Public Identity,Good,Male,Living,DC
Ghr'll (New Earth),Identity Unknown,Good,Male,Living,DC
Komand'r (New Earth),Secret Identity,Bad,Female,Living,DC
Liang Xih-K'ai (New Earth),Public Identity,Good,Male,Deceased,DC
Nullifier (New Earth),Identity Unknown,Bad,Male,Living,DC
Ryand'r (New Earth),Secret Identity,Good,Male,Living,DC
X'Hal (New Earth),Secret Identity,Good,Female,Living,DC
Basil Nurblin (New Earth),Secret Identity,Bad,Male,Deceased,DC
Dragon King (New Earth),Secret Identity,Bad,Male,Deceased,DC
A'Hwiirdh-Paan'A (New Earth),Public Identity,Good,Female,Deceased,DC
Charioteer (New Earth),Identity Unknown,Bad,Male,Living,DC
Death II (Earth-One),Identity Unknown,Bad,Male,Living,DC
Devil (Earth-One),Identity Unknown,Bad,Male,Living,DC
Fool (Earth-One),Identity Unknown,Bad,Male,Living,DC
Gk'd (New Earth),Identity Unknown,Good,Male,Living,DC
Hermit (Earth-One),Identity Unknown,Bad,Male,Living,DC
High Priestess (Earth-One),Identity Unknown,Bad,Female,Living,DC
K'ryssma (New Earth),Public Identity,Good,Female,Deceased,DC
Luand'r (New Earth),Identity Unknown,Good,Female,Deceased,DC
M'Dahna (New Earth),Secret Identity,Good,Unknown,Living,DC
Mikron O'Jeneus (New Earth),Public Identity,Bad,Male,Deceased,DC
Archon Z'gmora (New Earth),Identity Unknown,Good,Male,Deceased,DC
Koriand'r (New Earth),Secret Identity,Good,Female,Living,DC
Mn'Torr (New Earth),Public Identity,Good,Male,Deceased,DC
Inheritor (Earth-One),Secret Identity,Good,Male,Deceased,DC
James Daniels (New Earth),Public Identity,Good,Male,Living,DC
Bartholomew Higgins (New Earth),Identity Unknown,Bad,Male,Living,DC
Ffa'rzz (New Earth),Public Identity,Bad,Male,Living,DC
Gargon (New Earth),Identity Unknown,Bad,Male,Living,DC
Lucifar (New Earth),Public Identity,Good,Male,Living,DC
Norman Techno (New Earth),Identity Unknown,Bad,Male,Living,DC
Ch'al Andar (New Earth),Secret Identity,Good,Male,Living,DC
M'nagalah (New Earth),Secret Identity,Bad,Genderless,Living,DC
Dragorin (New Earth),Public Identity,Bad,Male,Living,DC
Ra's al Ghul (New Earth),Secret Identity,Bad,Male,Deceased,DC
Bartholomew Lash (New Earth),Public Identity,Good,Male,Living,DC
Angel Beatrix O'Day (New Earth),Public Identity,Good,Female,Living,DC
Cobalt (New Earth),Secret Identity,Good,Male,Living,DC
Gallium (New Earth),Secret Identity,Good,Male,Living,DC
Iridia (New Earth),Secret Identity,Good,Female,Living,DC
Osmium (New Earth),Secret Identity,Good,Male,Living,DC
Silver (New Earth),Secret Identity,Good,Male,Living,DC
Zinc (New Earth),Secret Identity,Good,Male,Living,DC
Baron Tyrano (New Earth),Secret Identity,Bad,Male,Living,DC
Brains (New Earth),Identity Unknown,Good,Male,Living,DC
Cracker (New Earth),Identity Unknown,Good,Male,Living,DC
Hard Head (New Earth),Identity Unknown,Good,Male,Living,DC
Zig-Zag (New Earth),Identity Unknown,Good,Male,Living,DC
Dragonfly (New Earth),Secret Identity,Bad,Female,Living,DC
Carl Bradford (New Earth),Identity Unknown,Bad,Male,Living,DC
Donna Troy (New Earth),Public Identity,Good,Female,Living,DC
Bartholomew Magan (New Earth),Identity Unknown,Bad,Male,Living,DC
Flash (Wally West),Secret Identity,Good,Male,Living,DC
J'onn J'onzz (New Earth),Public Identity,Good,Male,Living,DC
Dmane (Earth-Two),Identity Unknown,Bad,Male,Living,DC
Maximillian O'Leary (New Earth),Public Identity,Good,Male,Living,DC
Doris Zuel (New Earth),Secret Identity,Bad,Female,Living,DC
Patrick O'Brian (New Earth),Secret Identity,Good,Male,Living,DC
Basil Karlo (New Earth),Secret Identity,Bad,Male,Living,DC
Herbert Hoover (New Earth),Public Identity,Good,Male,Living,DC
William Howard Taft (New Earth),Public Identity,Good,Male,Living,DC
